user_id,username,name,profile_url,company,blog,location,email,bio,public_repositories,public_gists,followers,following,account_created_at,profile_updated_at,account_age_days,account_created_year,analysis_as_of_date
194265050,Sakshi160244,Sakshi,https://github.com/Sakshi160244,Not Available,Not Available,Not Available,Not Public,📊 Aspiring Data Analyst | Excel • SQL • Python • Power BI | Turning data into actionable insights,15,0,0,1,2025-01-08 15:56:22+00:00,2026-08-19 10:09:55+00:00,614,2025,2026-09-15T00:00:00+00:00
