user_id,username,name,profile_url,company,blog,location,email,bio,public_repositories,public_gists,followers,following,account_created_at,profile_updated_at
194265050,Sakshi160244,Sakshi,https://github.com/Sakshi160244,,,,,📊 Aspiring Data Analyst | Excel • SQL • Python • Power BI | Turning data into actionable insights,15,0,0,1,2025-01-08T15:56:22Z,2026-08-19T10:09:55Z
