repository_id,repository_name,full_name,owner_username,owner_type,repository_url,description,primary_language,created_at,updated_at,pushed_at,size_kb,stars_count,watchers_count,forks_count,open_issues_count,default_branch,topics,license_name,homepage,has_issues,has_projects,has_wiki,has_pages,is_fork,is_archived,is_disabled,visibility
39464018,superset,apache/superset,apache,Organization,https://github.com/apache/superset,Apache Superset is a Data Visualization and Data Exploration Platform,Python,2015-07-21T18:55:34Z,2026-09-15T10:15:08Z,2026-09-15T08:29:08Z,1140079,74766,74766,18274,637,master,"analytics, apache, apache-superset, asf, bi, business-analytics, business-intelligence, data-analysis, data-analytics, data-engineering, data-science, data-visualization, data-viz, flask, python, react, sql-editor, superset",Apache License 2.0,https://superset.apache.org/,True,True,True,True,False,False,False,public
843222,scikit-learn,scikit-learn/scikit-learn,scikit-learn,Organization,https://github.com/scikit-learn/scikit-learn,scikit-learn: machine learning in Python,Python,2010-08-17T09:43:38Z,2026-09-15T10:11:12Z,2026-09-14T23:49:53Z,187590,67258,67258,27400,2160,main,"data-analysis, data-science, machine-learning, python, statistics","BSD 3-Clause ""New"" or ""Revised"" License",https://scikit-learn.org,True,True,True,False,False,False,False,public
974186260,TrendRadar,sansan0/TrendRadar,sansan0,User,https://github.com/sansan0/TrendRadar,"⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 +  RSS 订阅，支持关键词精准筛选。AI 智能筛选新闻 + AI 翻译 +  AI 分析简报直推手机，也支持接入 MCP 架构，赋能 AI 自然语言对话分析、情感洞察与趋势预测等。支持 Docker ，数据本地/云端自持。集成微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 等渠道智能推送。",Python,2025-04-28T11:42:16Z,2026-09-15T10:05:14Z,2026-09-13T06:38:25Z,32484,62275,62275,24885,58,master,"ai, bark, data-analysis, docker, hot-news, llm, mail, mcp, mcp-server, news, ntfy, python, rss, trending-topics, wechat, wework",GNU General Public License v3.0,https://trendradar.sandev.cc,True,False,False,True,False,False,False,public
858127,pandas,pandas-dev/pandas,pandas-dev,Organization,https://github.com/pandas-dev/pandas,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",Python,2010-08-24T01:37:33Z,2026-09-15T02:23:12Z,2026-09-15T02:22:19Z,413038,49732,49732,20380,2719,main,"alignment, data-analysis, data-science, flexible, pandas, python","BSD 3-Clause ""New"" or ""Revised"" License",https://pandas.pydata.org,True,True,False,False,False,False,False,public
30203935,metabase,metabase/metabase,metabase,Organization,https://github.com/metabase/metabase,The easy-to-use open source Business Intelligence and Embedded Analytics tool that lets everyone work with data :bar_chart:,Clojure,2015-02-02T19:25:47Z,2026-09-15T10:01:46Z,2026-09-15T10:11:29Z,2320481,49265,49265,6821,4355,master,"analytics, bi, business-intelligence, businessintelligence, clojure, dashboard, data, data-analysis, data-visualization, database, metabase, mysql, postgres, postgresql, reporting, slack, sql-editor, visualization",Other,https://metabase.com,True,False,False,False,False,False,False,public
204086862,streamlit,streamlit/streamlit,streamlit,Organization,https://github.com/streamlit/streamlit,Streamlit — A faster way to build and share data apps.,Python,2019-08-24T00:14:52Z,2026-09-15T09:22:36Z,2026-09-15T10:14:53Z,1088635,45756,45756,4376,1168,develop,"data-analysis, data-science, data-visualization, deep-learning, developer-tools, machine-learning, python, streamlit",Apache License 2.0,https://streamlit.io,True,False,False,False,False,False,False,public
1079456184,scientific-agent-skills,K-Dense-AI/scientific-agent-skills,K-Dense-AI,Organization,https://github.com/K-Dense-AI/scientific-agent-skills,"Turn any AI agent into an AI Scientist. The #1 Agent Skills library for science, used by 190,000+ scientists worldwide. 165 ready-to-use validated skills plus 100+ scientific databases covering biology, chemistry, medicine, and drug discovery. Compatible with Cursor, Claude Code, Codex, Pi, Antigravity, and the open Agent Skills standard.",Python,2025-10-19T20:54:15Z,2026-09-15T09:48:06Z,2026-09-14T09:27:38Z,258530,44999,44999,4081,10,main,"agent-skills, ai-scientist, bioinformatics, chemoinformatics, claude, claude-skills, claudecode, clinical-research, computational-biology, data-analysis, drug-discovery, genomics, materials-science, metabolomics, proteomics, scientific-computing, scientific-visualization",MIT License,https://arxiv.org/abs/2609.00065,True,False,False,False,False,False,False,public
162405963,gradio,gradio-app/gradio,gradio-app,Organization,https://github.com/gradio-app/gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",Python,2018-12-19T08:24:04Z,2026-09-15T09:16:20Z,2026-09-15T02:09:41Z,359932,43538,43538,3597,127,main,"data-analysis, data-science, data-visualization, deep-learning, deploy, gradio, gradio-interface, interface, machine-learning, models, python, python-notebook, ui, ui-components",Apache License 2.0,http://www.gradio.app,True,True,True,False,False,False,False,public
822604462,BettaFish,666ghj/BettaFish,666ghj,User,https://github.com/666ghj/BettaFish,微舆：人人可用的多Agent舆情分析助手，打破信息茧房，还原舆情原貌，预测未来走向，辅助决策！从0实现，不依赖任何框架。,Python,2024-07-01T13:11:38Z,2026-09-15T09:56:21Z,2026-09-04T09:47:38Z,192572,42218,42218,7616,5,main,"agent-framework, data-analysis, deep-research, deep-search, llms, multi-agent-system, nlp, public-opinion-analysis, python3, sentiment-analysis",GNU General Public License v2.0,https://deepwiki.com/666ghj/BettaFish,True,True,True,False,False,False,False,public
344191198,Data-Science-For-Beginners,microsoft/Data-Science-For-Beginners,microsoft,Organization,https://github.com/microsoft/Data-Science-For-Beginners,"10 Weeks, 20 Lessons, Data Science for All!",Jupyter Notebook,2021-03-03T16:30:15Z,2026-09-15T10:10:41Z,2026-09-13T21:52:54Z,1846328,36931,36931,7473,18,main,"data-analysis, data-science, data-visualization, microsoft-for-beginners, pandas, python",MIT License,,True,False,False,True,False,False,False,public
74962515,CyberChef,gchq/CyberChef,gchq,Organization,https://github.com/gchq/CyberChef,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis",JavaScript,2016-11-28T10:34:07Z,2026-09-15T03:03:50Z,2026-09-11T16:06:34Z,94478,35842,35842,4142,594,master,"compression, data-analysis, data-manipulation, encoding, encryption, hashing, parsing",Apache License 2.0,https://gchq.github.io/CyberChef,True,False,True,True,False,False,False,public
306977633,AI-Expert-Roadmap,AMAI-GmbH/AI-Expert-Roadmap,AMAI-GmbH,Organization,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,Roadmap to becoming an Artificial Intelligence Expert in 2022,JavaScript,2020-10-24T21:49:40Z,2026-09-15T09:42:01Z,2025-09-12T14:59:30Z,414,31228,31228,2583,19,main,"ai, ai-roadmap, artificial-intelligence, data-analysis, data-science, deep-learning, machine-learning, neural-network, roadmap, study-plan",MIT License,https://i.am.ai/roadmap,True,False,False,False,False,False,False,public
557075997,reflex,reflex-dev/reflex,reflex-dev,Organization,https://github.com/reflex-dev/reflex,🕸️ Web apps in pure Python 🐍,Python,2022-10-25T03:08:48Z,2026-09-15T09:10:23Z,2026-09-15T06:13:26Z,97794,28886,28886,1778,348,main,"dashboard, data-analysis, data-science, data-visualization, developer-tools, framework, fullstack, gui, open-source, python, webapp",Apache License 2.0,https://reflex.dev,True,False,False,False,False,False,False,public
335164964,dataease,dataease/dataease,dataease,Organization,https://github.com/dataease/dataease,🔥 人人可用的开源 BI 工具，数据可视化神器。An open-source BI tool alternative to Tableau.,Java,2021-02-02T04:10:21Z,2026-09-15T09:38:03Z,2026-09-15T10:14:54Z,355236,24432,24432,4237,50,dev-v2,"apache-doris, business-intelligence, data-analysis, data-visualization, echarts, kettle, superset, tableau",GNU General Public License v3.0,https://dataease.cn/,True,False,False,False,False,False,False,public
317029148,best-of-ml-python,lukasmasuch/best-of-ml-python,lukasmasuch,User,https://github.com/lukasmasuch/best-of-ml-python,🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.,,2020-11-29T19:41:36Z,2026-09-15T01:11:45Z,2026-09-10T14:13:24Z,21391,23806,23806,3154,57,main,"automl, chatgpt, data-analysis, data-science, data-visualization, data-visualizations, deep-learning, gpt, gpt-3, jax, keras, machine-learning, ml, nlp, python, pytorch, scikit-learn, tensorflow, transformer",Creative Commons Attribution Share Alike 4.0 International,https://ml-python.best-of.org,True,False,False,False,False,False,False,public
631258918,pandas-ai,sinaptik-ai/pandas-ai,sinaptik-ai,Organization,https://github.com/sinaptik-ai/pandas-ai,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG.",Python,2023-04-22T12:58:01Z,2026-09-15T09:42:03Z,2025-10-28T10:02:13Z,57432,23797,23797,2341,23,main,"ai, csv, data, data-analysis, data-science, data-visualization, database, datalake, gpt-4, llm, pandas, sql, text-to-sql",Other,https://pandas-ai.com,True,True,True,False,False,False,False,public
212037775,akshare,akfamily/akshare,akfamily,Organization,https://github.com/akfamily/akshare,"AKShare is an elegant and simple financial data interface library for Python, built for human beings! 开源财经数据接口库",Python,2019-10-01T07:34:12Z,2026-09-15T10:11:01Z,2026-09-09T04:20:59Z,6413,22583,22583,3508,8,main,"academic, akshare, asset-pricing, bond, currency, data, data-analysis, data-science, datasets, economic-data, economics, finance, finance-api, financial-data, fundamental, futures, option, quant, stock",MIT License,https://akshare.akfamily.xyz,True,True,True,False,False,False,False,public
283046497,airbyte,airbytehq/airbyte,airbytehq,Organization,https://github.com/airbytehq/airbyte,"Open-source data movement for ELT pipelines and AI agents — from APIs, databases & files to warehouses, lakes, and AI applications. Both self-hosted and Cloud.",Python,2020-07-27T23:55:54Z,2026-09-15T10:10:49Z,2026-09-15T10:15:36Z,918070,22064,22064,5349,2449,master,"bigquery, change-data-capture, data, data-analysis, data-collection, data-engineering, data-integration, data-pipeline, elt, etl, java, mssql, mysql, pipeline, postgresql, python, redshift, s3, self-hosted, snowflake",Other,https://airbyte.com,True,True,False,False,False,False,False,public
11397939,goaccess,allinurl/goaccess,allinurl,User,https://github.com/allinurl/goaccess,GoAccess is a real-time web log analyzer and interactive viewer that runs in a terminal in *nix systems or through your browser.,C,2013-07-14T03:42:08Z,2026-09-14T11:07:37Z,2026-09-13T15:41:42Z,9762,20927,20927,1193,449,master,"analytics, apache, c, caddy, cli, command-line, dashboard, data-analysis, gdpr, goaccess, google-analytics, monitoring, ncurses, nginx, privacy, real-time, terminal, tui, web-analytics, webserver",MIT License,https://goaccess.io,True,True,False,False,False,False,False,public
602389947,pygwalker,Kanaries/pygwalker,Kanaries,Organization,https://github.com/Kanaries/pygwalker,PyGWalker: Turn your dataframe into an interactive UI for visual analysis,Python,2023-02-16T05:17:24Z,2026-09-15T08:44:34Z,2026-09-05T19:19:19Z,75119,15971,15971,889,68,main,"data-analysis, data-exploration, dataframe, matplotlib, pandas, plotly, tableau, tableau-alternative, visualization",Apache License 2.0,https://kanaries.net/pygwalker,True,True,True,True,False,False,False,public
1129718813,WeFlow,hicccc77/WeFlow,hicccc77,User,https://github.com/hicccc77/WeFlow,WeFlow - 一个本地的微信聊天记录导出和年度报告应用,,2026-01-07T13:40:57Z,2026-09-15T08:19:38Z,2026-08-28T13:25:42Z,601,14298,14298,447,93,main,"annual-report, data-analysis, data-visualization, message, wechat",,https://weflow.top,True,True,False,False,False,False,False,public
49346299,fg-data-profiling,Data-Centric-AI-Community/fg-data-profiling,Data-Centric-AI-Community,Organization,https://github.com/Data-Centric-AI-Community/fg-data-profiling,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames. ,Python,2016-01-09T23:47:55Z,2026-09-15T08:25:10Z,2026-09-11T19:49:45Z,919823,13691,13691,1795,327,develop,"big-data-analytics, data-analysis, data-exploration, data-profiling, data-quality, data-science, deep-learning, eda, exploration, exploratory-data-analysis, hacktoberfest, html-report, jupyter, jupyter-notebook, machine-learning, pandas, pandas-dataframe, pandas-profiling, python, statistics",MIT License,https://docs.sdk.ydata.ai,True,True,True,True,False,False,False,public
236637683,Ai-Learn,tangyudi/Ai-Learn,tangyudi,User,https://github.com/tangyudi/Ai-Learn,"人工智能学习路线图，整理近200个实战案例与项目，免费提供配套教材，零基础入门，就业实战！包括：Python，数学，机器学习，数据分析，深度学习，计算机视觉，自然语言处理，PyTorch tensorflow machine-learning,deep-learning data-analysis data-mining mathematics data-science artificial-intelligence python tensorflow tensorflow2 caffe keras pytorch algorithm numpy pandas matplotlib seaborn nlp cv等热门领域",,2020-01-28T01:55:06Z,2026-09-15T02:27:41Z,2024-06-02T04:46:40Z,1335,13345,13345,2673,20,master,"algorithm, artificial-intelligence, caffe, cv, data-analysis, data-mining, data-science, deep-learning, keras, machine-learning, mathematics, matplotlib, nlp, numpy, pandas, python, pytorch, seaborn, tensorflow, tensorflow2",,,False,True,True,False,False,False,False,public
6220644,OpenRefine,OpenRefine/OpenRefine,OpenRefine,Organization,https://github.com/OpenRefine/OpenRefine,"OpenRefine is a free, open source power tool for working with messy data and improving it",Java,2012-10-15T02:22:48Z,2026-09-13T17:44:19Z,2026-09-11T18:53:25Z,407699,11996,11996,2165,733,master,"data-analysis, data-science, data-wrangling, datacleaning, datacleansing, datajournalism, datamining, java, journalism, opendata, reconciliation, wikidata","BSD 3-Clause ""New"" or ""Revised"" License",https://openrefine.org/,True,True,True,False,False,False,False,public
1885237,statsmodels,statsmodels/statsmodels,statsmodels,Organization,https://github.com/statsmodels/statsmodels,Statsmodels: statistical modeling and econometrics in Python,Python,2011-06-12T17:04:50Z,2026-09-15T08:46:20Z,2026-09-14T12:53:47Z,68764,11623,11623,3592,2816,main,"count-model, data-analysis, data-science, econometrics, forecasting, generalized-linear-models, hypothesis-testing, prediction, python, regression-models, robust-estimation, statistics, timeseries-analysis","BSD 3-Clause ""New"" or ""Revised"" License",http://www.statsmodels.org/devel/,True,True,True,False,False,False,False,public
83286964,mlcourse.ai,Yorko/mlcourse.ai,Yorko,User,https://github.com/Yorko/mlcourse.ai,Open Machine Learning Course,Python,2017-02-27T08:32:20Z,2026-09-15T10:03:01Z,2026-09-03T08:10:01Z,668238,10712,10712,5692,0,main,"algorithms, data-analysis, data-science, docker, ipynb, kaggle-inclass, machine-learning, math, matplotlib, numpy, pandas, plotly, python, scikit-learn, scipy, seaborn, vowpal-wabbit",Other,https://mlcourse.ai,True,False,True,True,False,False,False,public
90506918,cudf,NVIDIA/cudf,NVIDIA,Organization,https://github.com/NVIDIA/cudf,cuDF - GPU DataFrame Library ,C++,2017-05-07T03:43:37Z,2026-09-15T05:11:18Z,2026-09-15T07:53:18Z,220262,9752,9752,1106,1341,main,"arrow, cpp, cuda, cudf, dask, data-analysis, data-science, dataframe, gpu, pandas, pydata, python, rapids",Apache License 2.0,https://docs.nvidia.com/cudf/,True,True,False,False,False,False,False,public
226096934,jimureport,jeecgboot/jimureport,jeecgboot,Organization,https://github.com/jeecgboot/jimureport,一款真正的 AI 报表诞生了！JimuChatBI —— 首款免费开源对话式智能数据分析产品（Chat2BI）。  一句话生成报表和数据大屏，支持对话式 AI 修改优化；类 Excel 在线报表设计，兼容国产信创数据源。  对着 AI 说句话，报表就出来了——表格、图表、分组汇总自动生成，复杂报表场景轻松应对。想做数据大屏？同样一句话搞定，让数据分析进入 AI 时代。,Java,2019-12-05T12:25:59Z,2026-09-15T09:42:14Z,2026-09-15T08:51:13Z,105774,8433,8433,1881,25,master,"ai, bi, bigscreen, birt, data-analysis, data-visualization, dataease, datav, echart, finereport, highcharts, ireport, jasperreport, metabase, print, redash, report, superset, tableau, text2sql",GNU General Public License v3.0,http://jimureport.com,True,True,True,False,False,False,False,public
86164982,gonum,gonum/gonum,gonum,Organization,https://github.com/gonum/gonum,"Gonum is a set of numeric libraries for the Go programming language. It contains libraries for matrices, statistics, optimization, and more",Go,2017-03-25T14:54:38Z,2026-09-12T05:27:11Z,2026-08-30T22:34:35Z,17673,8426,8426,580,256,master,"data-analysis, go, golang, graph, matrix, scientific-computing, statistics","BSD 3-Clause ""New"" or ""Revised"" License",https://www.gonum.org/,True,True,True,False,False,False,False,public
365373172,growthbook,growthbook/growthbook,growthbook,Organization,https://github.com/growthbook/growthbook,"Open Source Feature Flags, Experimentation, and Product Analytics",TypeScript,2021-05-07T23:11:51Z,2026-09-15T08:55:33Z,2026-09-15T08:55:26Z,275797,8364,8364,842,794,main,"ab-testing, abtest, abtesting, analytics, bigquery, clickhouse, continuous-delivery, data-analysis, data-engineering, data-science, databricks, experimentation, feature-flagging, feature-flags, redshift, remote-config, snowflake, split-testing, statistics, warehouse-native",Other,https://www.growthbook.io,True,True,True,True,False,False,False,public
216628419,flyte,flyteorg/flyte,flyteorg,Organization,https://github.com/flyteorg/flyte,"Dynamic, resilient AI orchestration. Coordinate data, models, and compute as you build AI workflows.",Go,2019-10-21T17:40:04Z,2026-09-15T08:38:35Z,2026-09-15T10:09:47Z,389801,7490,7490,886,179,main,"agentic, ai-agents, ai-development-tools, data-analysis, data-science, declarative, fine-tuning, flyte, golang, grpc, hacktoberfest, kubernetes, llm, machine-learning, mlops, orchestration-engine, production, python, scale, workflow",Apache License 2.0,https://flyte.org,True,True,False,True,False,False,False,public
1104370536,ChatLab,ChatLab/ChatLab,ChatLab,Organization,https://github.com/ChatLab/ChatLab,Local-first chat history analyzer with AI. | 本地优先的 AI 聊天记录分析工具,TypeScript,2025-11-26T05:54:26Z,2026-09-15T09:31:40Z,2026-09-12T15:49:33Z,18391,7362,7362,1511,15,main,"ai-agent, chat-analyzer, chat-history, data-analysis, data-visualization, harness",GNU Affero General Public License v3.0,https://chatlab.fun,True,True,False,False,False,False,False,public
7276954,alluxio,Alluxio/alluxio,Alluxio,Organization,https://github.com/Alluxio/alluxio,"Alluxio, data orchestration for analytics and machine learning in the cloud",Java,2012-12-21T17:43:46Z,2026-09-14T09:32:05Z,2026-09-01T18:12:17Z,204920,7242,7242,2933,1047,main,"alluxio, data-analysis, data-orchestration, hadoop, memory-speed, presto, spark, tensorflow, virtual-distributed-filesystem",Apache License 2.0,https://www.alluxio.io,True,True,True,False,False,False,False,public
23011147,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,scikit-learn-contrib,Organization,https://github.com/scikit-learn-contrib/imbalanced-learn, A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning,Python,2014-08-16T05:08:26Z,2026-09-15T05:21:24Z,2026-06-29T16:33:16Z,23075,7123,7123,1366,90,master,"data-analysis, data-science, machine-learning, python, statistics",MIT License,https://imbalanced-learn.org,True,True,True,True,False,False,False,public
511691380,lance,lance-format/lance,lance-format,Organization,https://github.com/lance-format/lance,"Open Lakehouse Format for Multimodal AI. Convert from Parquet in 2 lines of code for 100x faster random access, vector index, and data versioning. Compatible with Pandas, DuckDB, Polars, Pyarrow, and PyTorch with more integrations coming..",Rust,2022-07-07T22:29:29Z,2026-09-15T09:06:23Z,2026-09-15T09:06:51Z,91010,7080,7080,848,1145,main,"apache-arrow, computer-vision, data-analysis, data-analytics, data-centric, data-format, data-science, dataops, deep-learning, duckdb, embeddings, llms, machine-learning, mlops, python, rust",Apache License 2.0,https://lance.org,True,False,True,True,False,False,False,public
673277958,data-juicer,datajuicer/data-juicer,datajuicer,Organization,https://github.com/datajuicer/data-juicer,Data processing for and with foundation models!  🍎 🍋 🌽 ➡️ ➡️🍸 🍹 🍷,Python,2023-08-01T09:16:41Z,2026-09-15T09:01:40Z,2026-09-15T09:11:10Z,2212924,7044,7044,426,58,main,"data, data-analysis, data-pipeline, data-processing, data-science, data-visualization, foundation-models, instruction-tuning, large-language-models, llm, llms, multi-modal, pre-training, synthetic-data",Apache License 2.0,https://datajuicer.github.io/data-juicer/,True,True,True,True,False,False,False,public
30730072,Data-Analysis-and-Machine-Learning-Projects,rhiever/Data-Analysis-and-Machine-Learning-Projects,rhiever,User,https://github.com/rhiever/Data-Analysis-and-Machine-Learning-Projects,"Repository of teaching materials, code, and data for my data analysis and machine learning projects.",Jupyter Notebook,2015-02-12T23:03:58Z,2026-09-15T04:39:41Z,2023-06-21T09:06:28Z,20422,6753,6753,2107,15,master,"data-analysis, data-science, evolutionary-algorithm, ipython-notebook, machine-learning, python",,http://www.randalolson.com/blog/,True,True,True,False,False,False,False,public
313853293,cloudquery,cloudquery/cloudquery,cloudquery,Organization,https://github.com/cloudquery/cloudquery,"Data pipelines for cloud config and security data. Build cloud asset inventory, CSPM, FinOps, and vulnerability management solutions. Extract from AWS, Azure, GCP, and 70+ cloud and SaaS sources.",Go,2020-11-18T07:16:21Z,2026-09-14T07:04:51Z,2026-09-14T15:44:01Z,198011,6520,6520,558,167,main,"airbyte, attack-surface-management, aws, azure, bigquery, cspm, data, data-analysis, data-collection, data-engineering, data-integration, elt, etl, etl-framework, gcp, github-api, go, google, kubernetes, sql",Mozilla Public License 2.0,https://cloudquery.io,True,True,False,False,False,False,False,public
22003158,awesome-R,qinwf/awesome-R,qinwf,User,https://github.com/qinwf/awesome-R,"A curated list of awesome R packages, frameworks and software.",R,2014-07-19T06:02:47Z,2026-09-14T23:22:06Z,2025-09-18T16:46:19Z,1254,6509,6509,1515,29,master,"awesome, awesome-list, data-analysis, data-science, list, r, rstats",,,True,True,True,True,False,False,False,public
23653453,pachyderm,pachyderm/pachyderm,pachyderm,Organization,https://github.com/pachyderm/pachyderm,Data-Centric Pipelines and Data Versioning,Go,2014-09-04T07:50:02Z,2026-09-06T05:49:58Z,2025-02-03T22:27:18Z,656481,6309,6309,578,940,master,"analytics, big-data, containers, data-analysis, data-science, distributed-systems, docker, go, kubernetes, pachyderm",Apache License 2.0,https://www.pachyderm.com/,True,True,False,False,False,False,False,public
689849471,TaskWeaver,microsoft/TaskWeaver,microsoft,Organization,https://github.com/microsoft/TaskWeaver,"The first ""code-first"" agent framework for seamlessly planning and executing data analytics tasks. ",Python,2023-09-11T03:17:38Z,2026-09-14T12:12:46Z,2026-03-23T06:17:21Z,37379,6171,6171,783,53,main,"agent, ai-agents, code-interpreter, copilot, data-analysis, llm, openai",MIT License,https://microsoft.github.io/TaskWeaver/,True,True,True,True,False,True,False,public
1210155353,SenseNova-Skills,OpenSenseNova/SenseNova-Skills,OpenSenseNova,Organization,https://github.com/OpenSenseNova/SenseNova-Skills,Modular SenseNova skills for building AI-powered office assistants and productivity workflows,JavaScript,2026-04-14T06:21:51Z,2026-09-15T07:11:48Z,2026-09-11T08:40:01Z,148167,5636,5636,392,26,main,"agent, agent-skills, ai-agents, ai-assistant, data-analysis, document-processing, office-automation, presentation-slides",MIT License,,True,True,False,False,False,False,False,public
65949398,knowledge-repo,airbnb/knowledge-repo,airbnb,Organization,https://github.com/airbnb/knowledge-repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,Python,2016-08-17T23:32:50Z,2026-09-13T13:41:00Z,2024-09-04T14:59:57Z,77586,5540,5540,680,137,master,"data, data-analysis, data-science, knowledge",Apache License 2.0,,True,True,True,False,False,False,False,public
58225794,Awesome-Geospatial,sacridini/Awesome-Geospatial,sacridini,User,https://github.com/sacridini/Awesome-Geospatial,Long list of geospatial tools and resources,,2016-05-06T18:05:42Z,2026-09-15T09:45:59Z,2026-09-11T09:04:07Z,2202,5289,5289,796,0,master,"awesome, awesome-list, data-analysis, deep-learning, earth-observation, geoprocessing, geospatial, geospatial-analysis, geotools, gis, machine-learning, map, remote-sensing, spatial-analysis, spatial-data",Creative Commons Zero v1.0 Universal,,True,True,True,True,False,False,False,public
173582015,octosql,cube2222/octosql,cube2222,User,https://github.com/cube2222/octosql,"OctoSQL is a query tool that allows you to join, analyse and transform data from multiple databases and file formats using SQL.",Go,2019-03-03T13:59:25Z,2026-09-11T07:28:25Z,2024-05-26T15:16:53Z,14011,5268,5268,214,46,main,"cli, csv, data-analysis, go, golang, json, mysql, nosql, postgresql, query, query-engine, redis, sql",Mozilla Public License 2.0,,True,True,True,True,False,False,False,public
196968829,dtale,man-group/dtale,man-group,Organization,https://github.com/man-group/dtale,Visualizer for pandas data structures,TypeScript,2019-07-15T09:34:48Z,2026-09-15T06:34:55Z,2026-07-24T05:18:50Z,132560,5225,5225,447,71,master,"data-analysis, data-science, data-visualization, flask, ipython, jupyter-notebook, pandas, plotly-dash, python27, python3, react, react-virtualized, visualization, xarray",GNU Lesser General Public License v2.1,http://alphatechadmin.pythonanywhere.com,True,True,True,False,False,False,False,public
263751330,danfojs,javascriptdata/danfojs,javascriptdata,Organization,https://github.com/javascriptdata/danfojs,"Danfo.js is an open source, JavaScript library providing high performance, intuitive, and easy to use data structures for manipulating and processing structured data.",TypeScript,2020-05-13T21:53:26Z,2026-09-13T02:18:33Z,2026-04-15T03:16:31Z,83487,5059,5059,221,101,dev,"danfojs, data-analysis, data-analytics, data-manipulation, data-science, dataframe, javascript, pandas, plotting-charts, stream-data, stream-processing, table, tensorflow, tensors",MIT License,https://danfo.jsdata.org/,True,True,False,False,False,False,False,public
410249461,machine_learning_complete,Nyandwi/machine_learning_complete,Nyandwi,User,https://github.com/Nyandwi/machine_learning_complete,"A comprehensive machine learning repository containing 30+ notebooks on different concepts, algorithms and techniques.",Jupyter Notebook,2021-09-25T11:02:35Z,2026-09-11T22:54:45Z,2023-09-22T22:11:36Z,167602,5043,5043,834,2,main,"computer-vision, data-analysis, data-science, data-visualization, datascience, deep-learning, keras, machine-learning, matplotlib, neural-networks, nlp, numpy, open-source, pandas, python, scikit-learn, seaborn, tensorflow",MIT License,https://nyandwi.com/machine_learning_complete/,True,True,True,True,False,False,False,public
